time,base_x,base_y,base_yaw,base_vx,base_vy,base_yaw_rate,payload_x,payload_y,payload_z,payload_rel_x,payload_rel_y,payload_rel_z,x_des,y_des,yaw_des,tracking_error,yaw_error,ctrl_x,ctrl_y,ctrl_yaw
0.044000000000000025,7.33071076127207e-05,-5.587715898709637e-09,7.611232648132962e-07,0.003174514090599449,-1.508221151754506e-07,2.0355727308229692e-05,0.12004386595726708,0.05000008070909715,0.8258187285951459,0.11997690787783556,0.05000008599516882,0.6758187285951459,0.011000000000000006,0.0,0.0,0.010926692892388715,-7.611232648585542e-07,3.455710004439135,2.0489770260415615e-06,-0.00014036038964547346
0.04600000000000003,7.996078124565034e-05,-5.889152660973771e-09,8.017624665450483e-07,0.0033268368164648177,-1.50718381132067e-07,2.03196008658761e-05,0.12004638320611458,0.050000085342202384,0.8292522860623743,0.11997307609850186,0.050000090929918285,0.6792522860623743,0.011500000000000007,0.0,0.0,0.011420039218755874,-8.017624666400991e-07,3.4761070110702343,2.061312597547341e-06,-0.000141162445470842
0.04800000000000003,8.692086231060496e-05,-6.190380891681929e-09,8.423290740322925e-07,0.0034800405324773146,-1.5061411535407933e-07,2.0283303743622053e-05,0.12004890045496207,0.05000008997530762,0.8326466035296027,0.11996893967371641,0.050000095864460276,0.6826466035296027,0.012000000000000007,0.0,0.0,0.01191307913769101,-8.423290740466882e-07,3.4964797230463684,2.0736324433286234e-06,-0.00014196166686125908
0.05000000000000003,9.418911049434471e-05,-6.491399528842424e-09,8.828227472615382e-07,0.0036341240918698753,-1.505093185802475e-07,2.024683661462286e-05,0.12005141770380956,0.05000009460841285,0.8360016809968311,0.11996449684149896,0.05000010079879374,0.6860016809968311,0.012500000000000008,0.0,0.0,0.012405810889507362,-8.82822747350076e-07,3.5168280748062957,2.085936524374639e-06,-0.0001427580493128995
0.05200000000000003,0.00010176728318455266,-6.792207511944374e-09,9.232431475672973e-07,0.0037890863451039702,-1.5040399155097534e-07,2.021020015287955e-05,0.12005393495265705,0.05000009924151808,0.8393175184640596,0.11995974584216271,0.05000010573291761,0.6893175184640595,0.013000000000000008,0.0,0.0,0.012898232716817244,-9.232431477101954e-07,3.5371520009253166,2.0982248017608793e-06,-0.00014355158837148907
0.054000000000000034,0.00010965713546430436,-7.092803781960988e-09,9.635899376337623e-07,0.003944926139875852,-1.5029813500830661e-07,2.0173395033232567e-05,0.12005645220150454,0.050000103874623315,0.842594115931288,0.11995468491832,0.05000011066683083,0.692594115931288,0.013500000000000009,0.0,0.0,0.013390342864537583,-9.63589937619247e-07,3.557451436115448,2.110497236649201e-06,-0.00014434227961003217
0.056000000000000036,0.00011786042010654997,-7.39318728135283e-09,1.0038627814964685e-06,0.004101642321122804,-1.5019174969592115e-07,2.0136421931353027e-05,0.12005896945035203,0.05000010850772855,0.8458314733985163,0.11994931231488773,0.05000011560053233,0.6958314733985163,0.014000000000000009,0.0,0.0,0.013882139579895428,-1.0038627813457879e-06,3.5777263152255965,2.122753790287924e-06,-0.00014513011863987658
0.05800000000000004,0.00012637888756860877,-7.693356954071092e-09,1.0440613445439314e-06,0.004259233731029403,-1.5008483635913093e-07,2.0099281523731466e-05,0.12006148669919953,0.05000011314083378,0.8490295908657446,0.11994362627909298,0.050000120534021066,0.6990295908657446,0.01450000000000001,0.0,0.0,0.01437362111243346,-1.0440613444906433e-06,3.5979765732417324,2.1349944240119313e-06,-0.00014591510112176286
0.06000000000000004,0.00013521428598667633,-7.993311745560844e-09,1.0841852935192696e-06,0.004417699209033786,-1.4997739574487603e-07,2.0061974487669117e-05,0.12006400394804702,0.050000117773939014,0.8521884683329729,0.1199376250604784,0.050000125467295965,0.7021884683329729,0.01500000000000001,0.0,0.0,0.014864785714015482,-1.0841852935428165e-06,3.6182021452870603,2.14721909924277e-06,-0.00014669722275465489
0.06200000000000004,0.00014436836117034417,-8.293050602764285e-09,1.1242342965218128e-06,0.004577037591833919,-1.498694286017208e-07,2.002450150127167e-05,0.12006652119689451,0.05000012240704425,0.8553081058002012,0.11993130691090784,0.050000130400355995,0.7053081058002012,0.01550000000000001,0.0,0.0,0.015355631638831906,-1.1242342963235785e-06,3.6384029666221944,2.1594277774887506e-06,-0.0001474764792645851
0.06400000000000004,0.00015384285659713194,-8.592572474123985e-09,1.164208023008694e-06,0.004737247713393881,-1.4976093567984978e-07,1.9986863243440564e-05,0.120069038445742,0.05000012704014948,0.8583885032674295,0.11992467008457165,0.05000013533320008,0.7083885032674295,0.01600000000000001,0.0,0.0,0.01584615714340521,-1.1642080228746465e-06,3.658578972645328,2.1716204203450423e-06,-0.00014825286641571947
0.06600000000000004,0.00016363951340703226,-8.891876309586112e-09,1.2041061437964125e-06,0.004898328404950153,-1.4965191773106388e-07,1.9949060393859335e-05,0.1200715556945895,0.05000013167325471,0.8614296607346579,0.11991771283799237,0.050000140265827185,0.7114296607346579,0.01650000000000001,0.0,0.0,0.0163363604865954,-1.2041061436818268e-06,3.6787300988924034,2.1837969894937767e-06,-0.00014902638003250955
0.06800000000000005,0.00017376007039706807,-9.190961060603664e-09,1.2439283310623923e-06,0.0050602784950179065,-1.4954237550877626e-07,1.991109363298989e-05,0.12007407294343699,0.050000136306359945,0.8644315782018862,0.11991043343002995,0.05000014519823626,0.7144315782018862,0.01700000000000001,0.0,0.0,0.01682623992960545,-1.2439283310072824e-06,3.6988562810372825,2.1959574467041417e-06,-0.0001497970159552017
0.07000000000000005,0.00018420626401586268,-9.489825680139681e-09,1.283674258346515e-06,0.0052230968093973104,-1.4943230976800847e-07,1.987296364206137e-05,0.12007659019228448,0.05000014093946518,0.8673942556691145,0.1199028301218874,0.05000015013042624,0.7173942556691145,0.017500000000000012,0.0,0.0,0.017315793735986747,-1.2836742584454441e-06,3.7189574548919175,2.20810175383248e-06,-0.0001505647700731214
0.07200000000000005,0.00019497982835822237,-9.788469122670455e-09,1.3233436005526378e-06,0.005386782171179835,-1.4932172126538647e-07,1.9834671103061483e-05,0.12007910744113197,0.05000014557257041,0.8703176931363429,0.11989490117711611,0.05000015506239609,0.7203176931363429,0.018000000000000013,0.0,0.0,0.01780502017164448,-1.3233436004789212e-06,3.739033556406519,2.220229872822387e-06,-0.0001513296383135043
0.07400000000000005,0.0002060824951597315,-1.0086890344188729e-08,1.3629360339500985e-06,0.005551333400754567,-1.492106107591366e-07,1.9796216698730376e-05,0.12008162468997946,0.05000015020567564,0.8732018906035712,0.11988664486162123,0.05000015999414477,0.7232018906035712,0.018500000000000013,0.0,0.0,0.01829391750484306,-1.3629360338107688e-06,3.7590845216697226,2.232341765704808e-06,-0.00015209161663034193
